direction,corrAns,practice_run_loop.thisRepN,practice_run_loop.thisTrialN,practice_run_loop.thisN,practice_run_loop.thisIndex,first_run_loop.thisRepN,first_run_loop.thisTrialN,first_run_loop.thisN,first_run_loop.thisIndex,second_run_loop.thisRepN,second_run_loop.thisTrialN,second_run_loop.thisN,second_run_loop.thisIndex,thisRow.t,notes,instruction.started,textInstr.started,respInstr.started,instruction.stopped,respInstr.keys,respInstr.rt,respInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,backgroundDots.stopped,dots.stopped,respDots.keys,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,instruction_1.started,textSpeedInst.started,respSpeedInstr.started,instruction_1.stopped,respSpeedInstr.keys,respSpeedInstr.rt,respSpeedInstr.duration,instruction_2.started,textAccuracyInstr.started,respAccuracyInstr.started,instruction_2.stopped,respAccuracyInstr.keys,respAccuracyInstr.rt,respAccuracyInstr.duration,goodbye.started,goodbye_text.started,goodbye_text.stopped,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
left,left,,,,,12,1,25,0,,,,,242.31417904098635,,,,,,,,,242.3056447909912,242.40489945799345,243.20707583299372,243.1982717079809,243.19830179098062,243.20707583299372,243.20707583299372,243.2972571249993,243.9530899579986,244.1548855410074,left,0.8522437079809606,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,13,0,26,1,,,,,244.16383145799045,,,,,,,,,244.1559129160014,244.95587691600667,245.7567338749941,245.7480865829857,245.74811033299193,245.7567338749941,245.7567338749941,245.84689433299354,246.50322808299097,247.17512983299093,right,1.318880332983099,0.008021957997698337,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,13,1,27,0,,,,,247.18323620798765,,,,,,,,,247.17616158298915,247.27230120799504,248.073860125005,248.0650908749958,248.06511683299323,248.073860125005,248.073860125005,248.16362041598768,248.81948429098702,249.72270191600546,left,1.553850041993428,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,14,0,28,1,,,,,249.74743899999885,,,,,,,,,249.72374920800212,250.07163945800858,250.8741925409995,250.8650218329858,250.86505245798617,250.8741925409995,250.8741925409995,250.95566858298844,251.64769091599737,251.94878195799538,right,0.9852879169920925,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,14,1,29,0,,,,,251.95768808299908,,,,,,,,,251.9498115000024,252.74767529100063,253.54019662499195,253.53168954100693,253.53171383298468,253.54019662499195,253.54019662499195,253.6306143749971,254.28630712500308,254.38199116598116,left,0.7424216249783058,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,15,0,30,1,,,,,254.3897212909942,,,,,,,,,254.38283799999044,255.18078949998016,255.97384508300456,255.96496287500486,255.96498900000006,255.97384508300456,255.97384508300456,256.05468454098445,256.71977945798426,256.9052602080046,left,0.8463655409868807,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,15,1,31,0,,,,,256.91421741599333,,,,,,,,,256.9063283749856,257.2561100409948,258.05664604099,258.0482510830043,258.04827520798426,258.05664604099,258.05664604099,258.1385628329881,258.80235920799896,258.9710570409952,right,0.8276023750077002,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,16,0,32,1,,,,,258.9803704159858,,,,,,,,,258.9720992500079,259.07215066600475,259.8730164160079,259.8647219160048,259.8647453750018,259.8730164160079,259.8730164160079,259.9552796659991,260.6193590000039,260.8315273330081,left,0.8662331250088755,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,16,1,33,0,,,,,260.8379385409935,,,,,,,,,260.83243399998173,262.03118958298,262.8232573749847,262.8147431249963,262.8147754999809,262.8232573749847,262.8232573749847,262.9139713750046,263.56935274999705,264.15530983300414,right,1.2354504999821074,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,17,0,34,0,,,,,264.1804233749863,,,,,,,,,264.1563468329841,264.25475454100524,265.05711695799255,265.04828462499427,265.04831316598575,265.05711695799255,265.05711695799255,265.13885291598854,,265.78147508300026,left,0.6352197079977486,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,17,1,35,1,,,,,265.78905804100214,,,,,,,,,265.78222045800067,266.1220099159982,266.913681874983,266.90489729098044,266.9049259159947,266.913681874983,266.913681874983,266.99643683299655,267.66416429099627,267.83882574999006,left,0.8399373749853112,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,18,0,36,0,,,,,267.846571165981,,,,,,,,,267.8397366660065,269.03821329100174,269.8300222909893,269.8215782500047,269.8216076660028,269.8300222909893,269.8300222909893,269.9130452910031,270.580941541004,270.606828457996,left,0.6855284170014784,0.0060020410164725035,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,18,1,37,1,,,,,270.61308841599384,,,,,,,,,270.6077113749925,271.8053714580019,272.6071430000011,272.59822979100863,272.5982557499956,272.6071430000011,272.6071430000011,272.6886401659867,273.3808657079935,273.5822907910042,right,0.8843768340011593,0.008102457999484614,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,19,0,38,0,,,,,273.59097579098307,,,,,,,,,273.58335524998256,273.6810675000015,274.47360641599516,274.464815290994,274.46484441598295,274.47360641599516,274.47360641599516,274.56395191600313,275.2202869580069,275.2402626659896,left,0.6673158329795115,0.005655832996126264,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,19,1,39,1,,,,,275.2463803330029,,,,,,,,,275.24113195799873,276.0387403749919,276.8402104580018,276.83142870798474,276.83145433300524,276.8402104580018,276.8402104580018,276.9300461660023,277.5866042909911,277.8410264159902,left,0.9009602080041077,0.005619542003842071,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8417185829894,277.8651408329897,277.8651408329897,288.94847329100594,space,11.074798124987865,None,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,0,0,0,0,288.96521487500286,,,,,,,,,288.95689766600844,289.2974778749922,290.09038920799503,290.08140087500215,290.0814289159898,290.09038920799503,290.09038920799503,290.18102704099147,,290.7388991659973,left,0.5524594580056146,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,0,1,1,1,290.74673908299883,,,,,,,,,290.7398755000031,290.83728808298474,291.63011924998136,291.6208640830009,291.6208877080062,291.63011924998136,291.63011924998136,291.71384145799675,,292.08834595800727,right,0.3708253749937285,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,1,0,2,1,292.09710137499496,,,,,,,,,292.0890829580021,293.2882318329939,294.08971812500386,294.08119004100445,294.08121404098347,294.08971812500386,294.08971812500386,294.1712912909861,294.8356071249873,295.0653004999913,left,0.8903033750248142,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,1,1,3,0,295.07341670800815,,,,,,,,,295.0663320409949,295.86394183299853,296.65647416599677,296.64793775000726,296.6479599160084,296.65647416599677,296.65647416599677,296.7471796250029,,297.2885525409947,left,0.5372163749998435,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,2,0,4,0,297.2967195829842,,,,,,,,,297.2892918330035,298.08882183299283,298.8898777499853,298.88124645798234,298.8812712079962,298.8898777499853,298.8898777499853,298.98045487498166,,299.47198704100447,left,0.4897069580038078,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,2,1,5,1,299.4806058329996,,,,,,,,,299.4727280829975,300.6720907079871,301.4729603329906,301.46443279099185,301.4644572499965,301.4729603329906,301.4729603329906,301.5632767909847,,302.1384125830082,right,0.569381292007165,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,3,0,6,1,302.1472469159926,,,,,,,,,302.1391512499831,302.4887705000001,303.28890304098604,303.2803445409809,303.28036795798107,303.28890304098604,303.28890304098604,303.37113016599324,,303.92112254098174,right,0.5445574999903329,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,3,1,7,0,303.9300345829979,,,,,,,,,303.92186112498166,305.1212846660055,305.9233590000076,305.91463491600007,305.91466508299345,305.9233590000076,305.9233590000076,306.0131797909853,,306.447837832995,left,0.4315723329782486,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,4,0,8,0,306.45491933298763,,,,,,,,,306.4485875410028,306.5372598749818,307.3299302079831,307.32114245800767,307.32116637498257,307.3299302079831,307.3299302079831,307.4137009999831,,308.01484374998836,left,0.591687334002927,0.008289124991279095,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,4,1,9,1,308.02047920800396,,,,,,,,,308.0156141659827,308.80485354099073,309.59654616599437,309.58784474999993,309.58786633299314,309.59654616599437,309.59654616599437,309.6798870409839,310.3473549159826,310.37106033298187,left,0.686326791997999,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,5,0,10,0,310.3799033749965,,,,,,,,,310.3719182079949,310.7225688750041,311.5242257079808,311.51468320799177,311.514714541001,311.5242257079808,311.5242257079808,311.6043780829932,,312.24072524998337,left,0.6263761250011157,0.006025832990417257,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,5,1,11,1,312.246617124998,,,,,,,,,312.24150491598994,313.4384161659982,314.22996370799956,314.22143770797993,314.2214704999933,314.22996370799956,314.22996370799956,314.3129420829937,,314.85458783298964,right,0.5401905000035185,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,6,0,12,0,314.8632565829903,,,,,,,,,314.8553277500032,314.9536955409858,315.7461196660006,315.73768766599824,315.7377161250042,315.7461196660006,315.7461196660006,315.83046041600755,316.4973218749801,316.51473708299454,left,0.6787608329905197,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,6,1,13,1,316.5227939999895,,,,,,,,,316.51558741598274,316.6139172909898,317.40604095798335,317.3976379579981,317.3976616660075,317.40604095798335,317.40604095798335,317.4878005409846,318.1531524579914,318.15400679098093,left,0.6614652919815853,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,7,0,14,1,318.1637613750063,,,,,,,,,318.1547355829971,318.94704974998604,319.7394186659949,319.73053949998575,319.73056412499864,319.7394186659949,319.7394186659949,319.8204667499813,,320.2409095829935,left,0.4112607919960283,0.004670916008763015,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,7,1,15,0,320.2471755000006,,,,,,,,,320.241776165989,320.58760179099045,321.3803135409835,321.37051999999676,321.37054466598784,321.3803135409835,321.3803135409835,321.46349808300147,,321.9371024580032,left,0.46950037498027086,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,8,0,16,0,321.9463887909951,,,,,,,,,321.93754312500823,322.2803725829872,323.0726184579835,323.0637938329892,323.06381745799445,323.0726184579835,323.0726184579835,323.1540634580015,,323.68833299999824,left,0.5300542079785373,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,8,1,17,1,323.6969161659945,,,,,,,,,323.68921087498893,324.03861862499616,324.8395885829814,324.83105991600314,324.83108387500397,324.8395885829814,324.8395885829814,324.9294069579919,,325.4544257079833,left,0.5230149170092773,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,9,0,18,0,325.46358633300406,,,,,,,,,325.4551614999946,325.8058807500056,326.6060868749919,326.59771462500794,326.5977357499942,326.6060868749919,326.6060868749919,326.69651658300427,,327.288471915992,left,0.5873754160129465,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,9,1,19,1,327.2964773749991,,,,,,,,,327.2892128749809,327.63782391598215,328.4399279159843,328.4312352499983,328.4312660410069,328.4399279159843,328.4399279159843,328.5296231659886,,329.00651995799853,left,0.46763845800887793,0.007255167001858354,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,10,0,20,1,329.0126370409853,,,,,,,,,329.007285041007,330.2051204580057,331.00606937499833,330.99764604098164,330.9976696250087,331.00606937499833,331.00606937499833,331.09701045800466,331.7530058749835,332.0478558749892,right,0.9475621659948956,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,10,1,21,0,332.0559225830075,,,,,,,,,332.0488783750043,332.1469025409897,332.9393024579913,332.93099216598785,332.93101337499684,332.9393024579913,332.9393024579913,333.0304197910009,,333.6381777499919,left,0.6066006250039209,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,11,0,22,0,333.6468942500069,,,,,,,,,333.6389110829914,334.4377852079924,335.24007854098454,335.23127304099035,335.2312987909827,335.24007854098454,335.24007854098454,335.3298948750016,,335.9136229160067,left,0.5787060420261696,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,11,1,23,1,335.92080837499816,,,,,,,,,335.91435816598823,336.0036477499816,336.7969045409991,336.787022250006,336.78705195800285,336.7969045409991,336.7969045409991,336.8796009999933,,337.49718991600093,left,0.6133208749815822,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,12,0,24,0,337.50437774998136,,,,,,,,,337.4980439579813,337.58708562498214,338.3797820409818,338.3712330409908,338.37126124999486,338.3797820409818,338.3797820409818,338.4635845409939,,339.07109037498594,left,0.6043324579950422,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,12,1,25,1,339.0796869999904,,,,,,,,,339.0718270409852,339.8715847499843,340.67357579100644,340.6644024999987,340.6644267909869,340.67357579100644,340.67357579100644,340.7636703749886,,341.3143774579803,right,0.5439870419795625,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,13,0,26,0,341.32180987499305,,,,,,,,,341.31511900000623,342.50493783300044,343.30620925000403,343.2976408749819,343.2976644579903,343.30620925000403,343.30620925000403,343.39691449998645,,343.9906704580062,right,0.5842649170081131,0.007207207992905751,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,13,1,27,1,343.99674883298576,,,,,,,,,343.99143670799094,345.1875242909882,345.99013895800454,345.98124395799823,345.9812731659913,345.99013895800454,345.99013895800454,346.0891929579957,,346.6137802909943,left,0.5161547920142766,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,14,0,28,0,346.61975341598736,,,,,,,,,346.61456704098964,346.95531870800187,347.7565118329949,347.7475892500079,347.747612999985,347.7565118329949,347.7565118329949,347.8381702080078,348.5028376659902,348.68755341600627,right,0.8466768329963088,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,14,1,29,1,348.6968352079857,,,,,,,,,348.68840441599605,349.03773108299356,349.82942287498736,349.820826124982,349.82085508300224,349.82942287498736,349.82942287498736,349.9134710409853,350.5804112080077,350.66468462499324,right,0.7471470840100665,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,15,0,30,1,350.67229183300515,,,,,,,,,350.6655372910027,351.46373654098716,352.2559629580064,352.24748812499456,352.2475109999941,352.2559629580064,352.2559629580064,352.3463367499935,,352.780564457993,left,0.42643608298385516,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,15,1,31,0,352.7883653329918,,,,,,,,,352.78141779100406,353.1218898750085,353.92242991598323,353.91408345798845,353.9141069579928,353.92242991598323,353.92242991598323,354.004338416009,354.6692558749928,354.6873882910004,right,0.679416459024651,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,16,0,32,0,354.6967783329892,,,,,,,,,354.688229374995,355.88793054100825,356.6890627499961,356.68071012498694,356.6807337909995,356.6890627499961,356.6890627499961,356.7712683749851,,357.10503333300585,left,0.32883741601835936,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,16,1,33,1,357.11244508298114,,,,,,,,,357.1057742910052,357.4550728329923,358.2564606659871,358.24747045800905,358.24749979100307,358.2564606659871,358.2564606659871,358.3469172079931,,358.9142091659887,left,0.5603680410131346,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,17,0,34,0,358.9226665830065,,,,,,,,,358.9150645000045,359.71340541599784,360.50552862498444,360.4968778330076,360.496898915997,360.50552862498444,360.50552862498444,360.5878848749853,361.2526232499804,361.3311246660014,left,0.7370084580034018,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,17,1,35,1,361.33902187499916,,,,,,,,,361.33198587500374,361.43039679099456,362.2225656659866,362.21365624998,362.2136846659996,362.2225656659866,362.2225656659866,362.3042290000012,,362.9469894999929,right,0.635981166997226,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,18,0,36,1,362.95467416598694,,,,,,,,,362.9478385830007,363.03665345799527,363.8300020000024,363.8209381659981,363.82096829099464,363.8300020000024,363.8300020000024,363.91253204099485,364.5802759999933,364.5813737910066,left,0.6596422079892363,0.008304374990984797,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,18,1,37,0,364.5885858749971,,,,,,,,,364.5821108749951,365.38039249999565,366.17288358299993,366.1641140829888,366.16413758299313,366.17288358299993,366.17288358299993,366.26268474999233,366.9192923329829,366.93747216599877,left,0.6702289159875363,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
right,right,,,,,,,,,19,0,38,1,366.9460969159845,,,,,,,,,366.9382171659963,367.2883239160001,368.08961704099784,368.0808302910009,368.08085724999546,368.08961704099784,368.08961704099784,368.17998029099545,,368.7545752910082,right,0.5689543750195298,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
left,left,,,,,,,,,19,1,39,0,368.7634414579952,,,,,,,,,368.7553087499982,369.953985250002,370.74674149998464,370.7369529159914,370.73697712499416,370.74674149998464,370.74674149998464,370.8299995409907,,371.2969301659905,left,0.4621763750037644,None,,,,,,,,,,,,,,,,,,,,,,,df,001,2024-03-08_13h20.46.758,random_dot,2023.2.3,None,2024-03-08 13h21.01.345886 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.29741429098067,371.3055847499927,376.3021447499923,376.2974938330008,,,,,,,,
